Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	selec.file	org.sound.files	split.sels	peak.freq	duration	SNR
901.2178	901.230160000001	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	1.2178	6831	Spectrogram 1	1	66132.3	82164.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	78.7109375	0.0123600000006301	0.153637272992452
906.2625	906.288169999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	6.2625	6832	Spectrogram 1	1	49698.8	61496	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	56.4453125	0.0256699999990797	0.383212041386135
906.6959	906.73535	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	6.6959	6833	Spectrogram 1	1	48192.8	56224.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	53.7109375	0.0394500000002198	0.841593771906924
907.6061	907.614659999998	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	7.6061	6834	Spectrogram 1	1	48945.8	57981.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	54.8828125	0.00855999999840051	2.38616531381985
922.5337	922.568650000001	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	22.5337	6835	Spectrogram 1	1	47690.8	54467.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	52.1484375	0.0349500000010998	-1.17318752234764
922.5647	922.666870000002	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	22.5647	6836	Spectrogram 1	1	57981.9	76305.2	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	68.1640625	0.102170000001902	6.14409843662565
922.7246	922.778379999998	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	22.7246	6837	Spectrogram 1	1	46435.7	56726.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	51.7578125	0.053779999998401	5.25948478899237
926.9619	926.999550000002	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	26.9619	6838	Spectrogram 1	1	52208.8	62500	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	58.7890625	0.0376500000019995	3.96523979839926
928.4675	928.500430000001	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	28.4675	6839	Spectrogram 1	1	66516.1	82329.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	77.1484375	0.0329300000011976	1.13595027004421
930.7414	930.774330000001	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	30.7414	6840	Spectrogram 1	1	48945.8	65010	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	62.3046875	0.0329300000012012	2.47717770894825
933.6001	933.641779999998	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	33.6001	6841	Spectrogram 1	1	49447.8	65010	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	61.9140625	0.0416799999984008	4.3259625640239
935.7973	935.818810000002	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	35.7973	6842	Spectrogram 1	1	49196.8	59236.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	56.8359375	0.0215100000023014	0.588722130191682
936.29	936.312849999998	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	36.29	6843	Spectrogram 1	1	69528.1	79066.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	75.9765625	0.0228499999976037	0.399514195480601
936.9299	936.944690000001	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	36.9299	6844	Spectrogram 1	1	53463.9	63504	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	61.1328125	0.0147900000010992	4.98339543388209
936.9427	936.96488	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	36.9427	6845	Spectrogram 1	1	69779.1	84588.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	76.3671875	0.0221799999998993	-2.44910855543863
937.5436	937.581157247	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	37.5436	6846	Spectrogram 1	1	63755	91616.5	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	67.3828125	0.0375572470002012	12.4792231461886
940.3263	940.351169999998	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	40.3263	6847	Spectrogram 1	1	56726.9	68524.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	64.6484375	0.0248699999974988	2.51482925174447
943.4095	943.44176	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	43.4095	6848	Spectrogram 1	1	65763.1	78313.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	75.5859375	0.0322600000000008	2.02423135067978
943.7489	943.792590000002	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	43.7489	6849	Spectrogram 1	1	49196.8	59488	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	54.1015625	0.0436900000022007	0.952360124578725
945.5846	945.621570000001	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	45.5846	6850	Spectrogram 1	1	53714.9	63504	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	59.9609375	0.0369700000009985	9.55624367579604
945.8151	945.830559999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	45.8151	6851	Spectrogram 1	1	51204.8	61245	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	57.2265625	0.0154599999986971	4.62899405672401
945.9462	945.963000000001	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	45.9462	6852	Spectrogram 1	1	52710.8	64508	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	61.9140625	0.0168000000012043	2.5954591537769
945.9724	945.991220000001	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	45.9724	6853	Spectrogram 1	1	67771.1	80070.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	78.3203125	0.0188200000010994	0.573217505373701
946.6674	946.690930000002	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	46.6674	6854	Spectrogram 1	1	70030.1	81576.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	80.2734375	0.0235300000021965	2.4177236064464
947.3914	947.410219999997	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	47.3914	6855	Spectrogram 1	1	56224.9	68022.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	61.1328125	0.0188199999975041	0.980501546917744
947.6286	947.65683	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	47.6286	6856	Spectrogram 1	1	52208.8	62500	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	57.6171875	0.0282299999999012	2.99507739571783
947.8491	947.864559999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	47.8491	6857	Spectrogram 1	1	51957.8	64257	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	60.7421875	0.0154599999986971	0.648710686643246
948.4823	948.497759999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	48.4823	6858	Spectrogram 1	1	56475.9	66516.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	63.0859375	0.0154599999986971	3.48798195132795
948.4944	948.513889999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	48.4944	6859	Spectrogram 1	1	79568.3	87600.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	84.9609375	0.0194899999988039	0.24811104742137
952.4325	952.47888	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	52.4325	6860	Spectrogram 1	1	49949.8	60492	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	57.6171875	0.0463799999998002	3.82148512261169
952.4722	952.572349999998	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	52.4722	6861	Spectrogram 1	1	65010	84086.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	73.6328125	0.100149999998401	1.17196307557318
957.1403	957.155090000001	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	57.1403	6862	Spectrogram 1	1	51957.8	60492	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	58.3984375	0.0147900000010992	1.73471601781699
957.9744	957.99658	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	57.9744	6863	Spectrogram 1	1	46184.7	55973.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	51.3671875	0.0221799999998993	5.2978633634036
958.3327	958.3569	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	58.3327	6864	Spectrogram 1	1	51957.8	63504	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	61.5234375	0.0241999999997944	3.12498517762693
958.6446	958.69299	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	58.6446	6865	Spectrogram 1	1	45431.7	56726.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	52.5390625	0.0483899999999053	4.65647558575113
959.0486	959.075490000001	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	59.0486	6866	Spectrogram 1	1	46937.8	56977.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	52.1484375	0.0268900000009964	1.55670271831298
959.3369	959.354380000002	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	59.3369	6867	Spectrogram 1	1	49196.8	58232.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	57.2265625	0.0174800000023012	0.426276385460034
960.8842	960.935949999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	60.8842	6868	Spectrogram 1	1	46435.7	59990	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	52.9296875	0.0517499999986981	1.70304857829197
961.303	961.33123	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	61.303	6869	Spectrogram 1	1	64257	81074.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	77.5390625	0.0282299999999012	1.38518857806262
963.7912	963.842959999998	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	63.7912	6870	Spectrogram 1	1	65763.1	86094.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	76.7578125	0.0517599999984952	4.32500718140445
964.2436	964.275870000003	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	64.2436	6871	Spectrogram 1	1	67771.1	81827.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	75.1953125	0.0322700000032938	-0.0653828756831121
964.212	964.253679999998	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	64.212	6872	Spectrogram 1	1	49447.8	64006	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	61.5234375	0.0416799999984931	1.67754023247733
964.6167	964.638200000003	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	64.6167	6873	Spectrogram 1	1	68273.1	81074.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	74.8046875	0.0215000000026038	1.17728131744196
965.2236	965.269299999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	65.2236	6874	Spectrogram 1	1	50702.8	67018.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	59.9609375	0.0456999999987886	6.27309678743372
966.5135	966.565249999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	66.5135	6875	Spectrogram 1	1	49698.8	65512	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	60.7421875	0.0517499999987052	10.793029422039
966.7931	966.83343	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	66.7931	6876	Spectrogram 1	1	47690.8	65512	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	60.7421875	0.0403299999997984	2.1129341518881
966.8173	966.85359	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	66.8173	6877	Spectrogram 1	1	71536.1	90110.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	82.2265625	0.0362899999999939	-2.36857389422708
968.0305	968.069489999997	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	68.0305	6878	Spectrogram 1	1	63002	79819.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	74.4140625	0.0389899999972982	0.971905587000926
969.0905	969.14091	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	69.0905	6879	Spectrogram 1	1	52710.8	69026.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	63.0859375	0.0504099999998004	11.467697247838
969.3675	969.405139999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	69.3675	6880	Spectrogram 1	1	48694.8	60241	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	56.8359375	0.0376399999986887	5.03060132551349
970.1989	970.214359999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	70.1989	6881	Spectrogram 1	1	45682.7	55220.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	51.3671875	0.0154599999987113	0.692847024443
970.213	970.228459999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	70.213	6882	Spectrogram 1	1	64257	74799.2	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	70.1171875	0.0154599999987113	0.38231061750674
972.077	972.108589999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	72.077	6883	Spectrogram 1	1	68273.1	80823.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	76.7578125	0.031589999998701	1.0644143479072
972.0662	972.082999999998	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	72.0662	6884	Spectrogram 1	1	46184.7	58483.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	54.8828125	0.0167999999976018	0.183405948996279
974.6083	974.63048	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	74.6083	6885	Spectrogram 1	1	52961.8	65010	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	57.6171875	0.0221799999999064	0.767814733271149
977.3541	977.385689999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	77.3541	6886	Spectrogram 1	1	44427.7	57981.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	52.5390625	0.031589999998701	2.07849945159238
978.5653	978.616380000001	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	78.5653	6887	Spectrogram 1	1	45180.7	56726.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	52.5390625	0.0510800000011074	6.15650042331989
978.7293	978.766950000002	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	78.7293	6888	Spectrogram 1	1	46435.7	60994	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	57.2265625	0.037650000002003	4.34905110796102
979.425	979.458609999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	79.425	6889	Spectrogram 1	1	63253	85341.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	73.6328125	0.0336099999986033	3.94413602907877
979.7866	979.832309999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	79.7866	6890	Spectrogram 1	1	51957.8	70030.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	60.7421875	0.0457099999984933	4.48903515644374
979.9116	979.9862	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	79.9116	6891	Spectrogram 1	1	62500	85592.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	79.4921875	0.0745999999998901	3.01451699271545
981.506	981.526829999998	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	81.506	6892	Spectrogram 1	1	61747	74548.2	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	72.4609375	0.0208299999977015	0.856484400379667
981.7762	981.801749999998	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	81.7762	6893	Spectrogram 1	1	48192.8	60241	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	53.3203125	0.0255499999985034	7.39283516769105
982.0868	982.104279999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	82.0868	6894	Spectrogram 1	1	52961.8	65512	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	58.0078125	0.0174799999985993	1.49230333168096
983.2899	983.33023	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	83.2899	6895	Spectrogram 1	1	67771.1	87098.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	75.1953125	0.0403299999997984	4.95120533903673
983.5366	983.55475	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	83.5366	6896	Spectrogram 1	1	54969.9	65010	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	60.7421875	0.018149999999892	0.311453655043776
983.5534	983.564829999999	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	83.5534	6897	Spectrogram 1	1	72038.2	80823.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	78.7109375	0.0114299999986969	0.640703157652679
986.6326	986.66486	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	86.6326	6898	Spectrogram 1	1	53714.9	65010	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	61.5234375	0.0322599999999085	8.6282756598983
986.6501	986.683030000001	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	86.6501	6899	Spectrogram 1	1	69277.1	90361.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	75.5859375	0.0329300000012012	-5.5268597077236
987.2106	987.26101	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	87.2106	6900	Spectrogram 1	1	46686.7	61245	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	55.6640625	0.0504099999998004	1.38449704189363
987.3888	987.423749999998	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/cuts/T0000002-1.wav	87.3888	6901	Spectrogram 1	1	45682.7	59236.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	52.1484375	0.0349499999974938	-0.00719811688813396
