Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	selec.file	org.sound.files	split.sels	old.selec
1254.4323	1254.775676	T0000001-2.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000001-2.wav	354.4323	13	Spectrogram 1	1	25930.918	30951.794	fixed_pooled_manual_annotations_JE.txt	T0000001.WAV	NA	8745
1837.5869	1837.667253041	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	37.5869	14	Spectrogram 1	1	73511.238	94392.985	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	12863
2070.3808	2070.41277723	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	270.3808	15	Spectrogram 1	1	54121.044	68539.393	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	12864
2070.3644	2070.385718154	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	270.3644	16	Spectrogram 1	1	73014.053	87929.587	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	12865
2076.4765	2076.492078651	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	276.4765	17	Spectrogram 1	1	65556.287	80969.005	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	12866
2357.9542	2357.985357301	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	557.9542	18	Spectrogram 1	1	56109.782	70528.131	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	12867
1801.2178	1801.23016	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	1.2178	19	Spectrogram 1	1	66132.3	82164.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6831
1806.2625	1806.28817	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	6.2625	20	Spectrogram 1	1	49698.8	61496	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6832
1806.6959	1806.73535	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	6.6959	21	Spectrogram 1	1	48192.8	56224.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6833
1807.6061	1807.61466	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	7.6061	22	Spectrogram 1	1	48945.8	57981.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6834
1822.5337	1822.56865	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	22.5337	23	Spectrogram 1	1	47690.8	54467.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6835
1822.5647	1822.66687	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	22.5647	24	Spectrogram 1	1	57981.9	76305.2	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6836
1822.7246	1822.77838	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	22.7246	25	Spectrogram 1	1	46435.7	56726.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6837
1826.9619	1826.99955	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	26.9619	26	Spectrogram 1	1	52208.8	62500	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6838
1828.4675	1828.50043	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	28.4675	27	Spectrogram 1	1	66516.1	82329.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6839
1830.7414	1830.77433	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	30.7414	28	Spectrogram 1	1	48945.8	65010	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6840
1833.6001	1833.64178	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	33.6001	29	Spectrogram 1	1	49447.8	65010	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6841
1835.7973	1835.81881	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	35.7973	30	Spectrogram 1	1	49196.8	59236.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6842
1836.29	1836.31285	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	36.29	31	Spectrogram 1	1	69528.1	79066.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6843
1836.9299	1836.94469	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	36.9299	32	Spectrogram 1	1	53463.9	63504	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6844
1836.9427	1836.96488	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	36.9427	33	Spectrogram 1	1	69779.1	84588.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6845
1837.5436	1837.581157247	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	37.5436	34	Spectrogram 1	1	63755	91616.5	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6846
1840.3263	1840.35117	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	40.3263	35	Spectrogram 1	1	56726.9	68524.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6847
1843.4095	1843.44176	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	43.4095	36	Spectrogram 1	1	65763.1	78313.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6848
1843.7489	1843.79259	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	43.7489	37	Spectrogram 1	1	49196.8	59488	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6849
1845.5846	1845.62157	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	45.5846	38	Spectrogram 1	1	53714.9	63504	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6850
1845.8151	1845.83056	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	45.8151	39	Spectrogram 1	1	51204.8	61245	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6851
1845.9462	1845.963	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	45.9462	40	Spectrogram 1	1	52710.8	64508	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6852
1845.9724	1845.99122	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	45.9724	41	Spectrogram 1	1	67771.1	80070.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6853
1846.6674	1846.69093	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	46.6674	42	Spectrogram 1	1	70030.1	81576.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6854
1847.3914	1847.41022	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	47.3914	43	Spectrogram 1	1	56224.9	68022.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6855
1847.6286	1847.65683	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	47.6286	44	Spectrogram 1	1	52208.8	62500	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6856
1847.8491	1847.86456	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	47.8491	45	Spectrogram 1	1	51957.8	64257	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6857
1848.4823	1848.49776	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	48.4823	46	Spectrogram 1	1	56475.9	66516.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6858
1848.4944	1848.51389	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	48.4944	47	Spectrogram 1	1	79568.3	87600.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6859
1852.4325	1852.47888	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	52.4325	48	Spectrogram 1	1	49949.8	60492	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6860
1852.4722	1852.57235	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	52.4722	49	Spectrogram 1	1	65010	84086.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6861
1857.1403	1857.15509	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	57.1403	50	Spectrogram 1	1	51957.8	60492	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6862
1857.9744	1857.99658	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	57.9744	51	Spectrogram 1	1	46184.7	55973.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6863
1858.3327	1858.3569	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	58.3327	52	Spectrogram 1	1	51957.8	63504	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6864
1858.6446	1858.69299	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	58.6446	53	Spectrogram 1	1	45431.7	56726.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6865
1859.0486	1859.07549	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	59.0486	54	Spectrogram 1	1	46937.8	56977.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6866
1859.3369	1859.35438	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	59.3369	55	Spectrogram 1	1	49196.8	58232.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6867
1860.8842	1860.93595	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	60.8842	56	Spectrogram 1	1	46435.7	59990	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6868
1861.303	1861.33123	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	61.303	57	Spectrogram 1	1	64257	81074.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6869
1863.7912	1863.84296	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	63.7912	58	Spectrogram 1	1	65763.1	86094.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6870
1864.2436	1864.27587	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	64.2436	59	Spectrogram 1	1	67771.1	81827.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6871
1864.212	1864.25368	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	64.212	60	Spectrogram 1	1	49447.8	64006	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6872
1864.6167	1864.6382	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	64.6167	61	Spectrogram 1	1	68273.1	81074.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6873
1865.2236	1865.2693	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	65.2236	62	Spectrogram 1	1	50702.8	67018.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6874
1866.5135	1866.56525	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	66.5135	63	Spectrogram 1	1	49698.8	65512	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6875
1866.7931	1866.83343	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	66.7931	64	Spectrogram 1	1	47690.8	65512	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6876
1866.8173	1866.85359	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	66.8173	65	Spectrogram 1	1	71536.1	90110.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6877
1868.0305	1868.06949	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	68.0305	66	Spectrogram 1	1	63002	79819.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6878
1869.0905	1869.14091	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	69.0905	67	Spectrogram 1	1	52710.8	69026.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6879
1869.3675	1869.40514	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	69.3675	68	Spectrogram 1	1	48694.8	60241	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6880
1870.1989	1870.21436	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	70.1989	69	Spectrogram 1	1	45682.7	55220.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6881
1870.213	1870.22846	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	70.213	70	Spectrogram 1	1	64257	74799.2	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6882
1872.077	1872.10859	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	72.077	71	Spectrogram 1	1	68273.1	80823.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6883
1872.0662	1872.083	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	72.0662	72	Spectrogram 1	1	46184.7	58483.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6884
1874.6083	1874.63048	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	74.6083	73	Spectrogram 1	1	52961.8	65010	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6885
1877.3541	1877.38569	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	77.3541	74	Spectrogram 1	1	44427.7	57981.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6886
1878.5653	1878.61638	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	78.5653	75	Spectrogram 1	1	45180.7	56726.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6887
1878.7293	1878.76695	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	78.7293	76	Spectrogram 1	1	46435.7	60994	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6888
1879.425	1879.45861	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	79.425	77	Spectrogram 1	1	63253	85341.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6889
1879.7866	1879.83231	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	79.7866	78	Spectrogram 1	1	51957.8	70030.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6890
1879.9116	1879.9862	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	79.9116	79	Spectrogram 1	1	62500	85592.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6891
1881.506	1881.52683	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	81.506	80	Spectrogram 1	1	61747	74548.2	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6892
1881.7762	1881.80175	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	81.7762	81	Spectrogram 1	1	48192.8	60241	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6893
1882.0868	1882.10428	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	82.0868	82	Spectrogram 1	1	52961.8	65512	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6894
1883.2899	1883.33023	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	83.2899	83	Spectrogram 1	1	67771.1	87098.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6895
1883.5366	1883.55475	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	83.5366	84	Spectrogram 1	1	54969.9	65010	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6896
1883.5534	1883.56483	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	83.5534	85	Spectrogram 1	1	72038.2	80823.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6897
1886.6326	1886.66486	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	86.6326	86	Spectrogram 1	1	53714.9	65010	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6898
1886.6501	1886.68303	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	86.6501	87	Spectrogram 1	1	69277.1	90361.4	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6899
1887.2106	1887.26101	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	87.2106	88	Spectrogram 1	1	46686.7	61245	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6900
1887.3888	1887.42375	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	87.3888	89	Spectrogram 1	1	45682.7	59236.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6901
1889.2775	1889.28691	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	89.2775	90	Spectrogram 1	1	68273.1	80572.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6902
1889.422	1889.44284	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	89.422	91	Spectrogram 1	1	67018.1	80572.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6903
1889.8092	1889.83744	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	89.8092	92	Spectrogram 1	1	46435.7	57479.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6904
1889.8401	1889.86565	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	89.8401	93	Spectrogram 1	1	62500	76556.2	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6905
1890.107	1890.14061	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	90.107	94	Spectrogram 1	1	50200.8	59739	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6906
1891.0782	1891.12996	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	91.0782	95	Spectrogram 1	1	49949.8	59739	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6907
1893.8193	1893.84417	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	93.8193	96	Spectrogram 1	1	46686.7	57479.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6908
1893.8402	1893.86037	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	93.8402	97	Spectrogram 1	1	62249	78564.3	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6909
1894.1964	1894.22732	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	94.1964	98	Spectrogram 1	1	50451.8	64759	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6910
1894.6877	1894.72198	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	94.6877	99	Spectrogram 1	1	50702.8	60241	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6911
1894.4411	1894.46866	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	94.4411	100	Spectrogram 1	1	55220.9	63504	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6912
1897.8523	1897.89397	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	97.8523	101	Spectrogram 1	1	51957.8	62751	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6913
1899.901	1899.95947	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	99.901	102	Spectrogram 1	1	46937.8	59488	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6914
1901.4678	1901.48662	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	101.4678	103	Spectrogram 1	1	54216.9	67269.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6915
1901.73	1901.74546	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	101.73	104	Spectrogram 1	1	45682.7	56224.9	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6916
1902.4754	1902.50229	T0000002-1.wav	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002-1.wav	102.4754	105	Spectrogram 1	1	54216.9	67018.1	fixed_pooled_manual_annotations_JE.txt	T0000002.WAV	NA	6917
