"sound.files","selec","start","end","top.freq","bottom.freq","Channel","selec.file","org.sound.files","split.sels","duration","peak.freq","SNR"
"TH-01-1.wav","119",111.999496261,112.016184204,59.3545,50.3282,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0166879429999938,55.6640625,0.420096918579858
"TH-01-1.wav","12",26.345013484,26.365738832,59.081,47.8665,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0207253480000027,56.4453125,-0.300289321337255
"TH-01-1.wav","120",121.1027242,121.14632818,60.1751,51.4223,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0436039800000003,56.8359375,2.69466029654069
"TH-01-1.wav","121",121.445713471,121.464554697,53.6105,44.8578,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0188412259999922,51.3671875,-1.3752579676422
"TH-01-1.wav","122",122.239520699,122.274511546,57.1663,44.0372,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0349908470000031,53.7109375,1.90534347079107
"TH-01-1.wav","123",124.535098255,124.576279792,67.5602,43.4902,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0411815369999999,61.1328125,2.05468343826614
"TH-01-1.wav","124",126.140021614,126.168552613,62.3632,45.6783,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0285309989999973,56.8359375,5.02590064787913
"TH-01-1.wav","125",130.760976887,130.77093582,58.5339,49.2341,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.00995893300000716,54.8828125,3.45112305013177
"TH-01-1.wav","126",131.733331841,131.749750623,62.6368,51.4223,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0164187820000166,59.1796875,0.259364304406948
"TH-01-1.wav","127",132.035946803,132.049135661,58.2604,48.4136,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0131888580000066,53.3203125,0.344699454896083
"TH-01-1.wav","128",132.558915923,132.596329214,66.7396,52.2429,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0374132910000071,56.4453125,2.79416510654481
"TH-01-1.wav","129",132.98517797,133.023667902,80.4158,53.337,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0384899320000045,64.2578125,1.36181389960565
"TH-01-1.wav","13",26.517006958,26.575414758,62.6368,45.4048,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0584078000000012,56.0546875,4.46806018781323
"TH-01-1.wav","130",133.322705037,133.344776187,63.1838,51.4223,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0220711500000164,57.6171875,1.33163561065502
"TH-01-1.wav","131",133.344237866,133.35446596,83.698,70.0219,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0102280940000128,79.8828125,0.121155679728985
"TH-01-1.wav","132",133.881242386,133.903044376,64.0044,50.3282,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0218019900000002,56.8359375,-0.0763021545657343
"TH-01-1.wav","133",134.054850823,134.064002275,49.2341,37.4726,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.00915145199999756,43.5546875,1.15559149074559
"TH-01-1.wav","134",142.573165745,142.596582697,60.4486,48.14,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0234169519999909,56.8359375,7.82373651871143
"TH-01-1.wav","135",142.708284249,142.749196625,63.4573,48.14,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0409123759999943,55.2734375,7.67850495102742
"TH-01-1.wav","136",142.871165745,142.897543461,62.6368,44.0372,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0263777159999847,53.7109375,5.02518190299283
"TH-01-1.wav","137",143.088008801,143.118962243,59.628,44.8578,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0309534419999977,52.9296875,3.6145733997278
"TH-01-1.wav","138",143.428984208,143.440827265,56.6193,43.2166,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.011843056999993,51.7578125,-3.33273127674984
"TH-01-1.wav","139",143.791124678,143.82180896,58.5339,48.4136,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0306842820000099,56.4453125,0.434002445699426
"TH-01-1.wav","14",26.726710359,26.971377133,66.7396,46.7724,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.244666774000002,54.8828125,0.800837926536027
"TH-01-1.wav","140",144.266220658,144.300134865,65.0985,44.5842,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0339142069999809,57.2265625,5.34236800832854
"TH-01-1.wav","141",144.631202116,144.650850823,65.6455,50.3282,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.019648707000016,59.5703125,0.795343140983073
"TH-01-1.wav","142",145.238982378,145.246518868,59.628,50.0547,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.00753649000000678,56.4453125,2.9606497834847
"TH-01-1.wav","143",145.437353568,145.461039681,64.8249,50.8753,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0236861129999966,60.7421875,3.69942475030813
"TH-01-1.wav","144",145.857746962,145.88520132,59.628,46.7724,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.027454358,56.0546875,1.67565509282904
"TH-01-1.wav","145",146.286969565,146.305003309,64.5514,49.2341,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0180337440000073,59.1796875,3.24195971214117
"TH-01-1.wav","146",157.837367416,157.850556274,69.4748,53.6105,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0131888580000066,61.1328125,-2.18353599822089
"TH-01-1.wav","147",157.75231274,157.767654881,47.046,36.9256,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0153421409999908,41.6015625,2.51715210938891
"TH-01-1.wav","148",158.022818909,158.062923803,68.3807,53.337,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0401048939999953,64.6484375,-1.14912660242945
"TH-01-1.wav","149",158.190507886,158.205850026,67.8337,57.7133,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0153421400000013,63.4765625,-0.0444426989014208
"TH-01-1.wav","15",27.261710163,27.475961815,61.5427,42.9431,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.214251652000002,55.6640625,3.81383349717552
"TH-01-1.wav","150",164.477499767,164.491765267,58.2604,45.1313,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0142654999999934,50.9765625,3.12188368187654
"TH-01-1.wav","151",165.142161287,165.166654881,56.0722,45.4048,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0244935940000062,52.9296875,-0.480169739898546
"TH-01-1.wav","152",165.59445504,165.600376568,69.4748,54.9781,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.00592152799998757,63.8671875,-0.446111022269851
"TH-01-1.wav","153",166.010386517,166.032457667,60.1751,47.593,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0220711499999879,55.6640625,1.61001667156228
"TH-01-1.wav","154",166.169552613,166.194853687,61.5427,44.8578,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0253010739999979,52.9296875,3.09637904998553
"TH-01-1.wav","155",166.315437532,166.332932956,63.7309,47.046,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0174954240000034,55.2734375,4.66170265951942
"TH-01-1.wav","156",167.317690875,167.344606912,61.2691,45.6783,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0269160369999781,58.7890625,2.23380989638584
"TH-01-1.wav","157",171.248017953,171.270358263,66.1926,50.0547,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0223403100000041,62.6953125,2.80992739522302
"TH-01-1.wav","158",171.954300165,171.980408721,60.7221,44.8578,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.026108555999997,51.3671875,0.00373952168692405
"TH-01-1.wav","159",172.371498701,172.394646493,64.0044,50.3282,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0231477920000032,56.8359375,3.08926566462578
"TH-01-1.wav","16",27.622804894,27.643799403,60.1751,51.4223,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0209945089999977,58.3984375,2.45616371057291
"TH-01-1.wav","160",181.444827265,181.472281622,63.7309,52.7899,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0274543570000105,58.0078125,-0.611860250916462
"TH-01-1.wav","161",182.966819943,182.981892923,56.8928,43.2166,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0150729800000136,50.9765625,0.776524490671336
"TH-01-1.wav","162",183.098439362,183.114588984,51.9694,41.0284,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0161496220000004,49.4140625,6.09706889585521
"TH-01-1.wav","163",183.409850026,183.465027902,54.1575,42.9431,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0551778760000161,49.0234375,7.26362617621739
"TH-01-1.wav","164",183.588891093,183.603156592,52.5164,43.4902,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.014265499000004,50.1953125,4.23701067908773
"TH-01-1.wav","165",184.59046865,184.629227742,59.3545,42.1225,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0387590920000207,52.1484375,2.47970123182162
"TH-01-1.wav","166",185.668782537,185.703235064,55.5252,42.1225,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0344525270000133,50.9765625,1.74416054787472
"TH-01-1.wav","167",186.155748793,186.163554443,68.6543,61.8162,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.00780565000002298,65.8203125,1.76656796217604
"TH-01-1.wav","168",186.418924837,186.444495072,55.7987,42.6696,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0255702350000035,48.2421875,5.32388133413382
"TH-01-1.wav","169",186.722228323,186.751028483,60.4486,44.0372,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.028800160000003,55.2734375,3.55779078070839
"TH-01-1.wav","17",28.018379627,28.036682532,58.2604,47.3195,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0183029049999988,55.2734375,3.0488265932486
"TH-01-1.wav","170",187.471206811,187.511311706,60.7221,44.8578,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0401048949999847,54.8828125,2.4796768547931
"TH-01-1.wav","171",187.51427247,187.5215398,71.9365,56.8928,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.00726732999999058,69.7265625,1.85236775460005
"TH-01-1.wav","172",188.157556274,188.187163914,57.4398,49.5077,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0296076399999947,56.0546875,2.92125066944363
"TH-01-1.wav","173",191.247839281,191.270179592,64.0044,49.5077,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0223403109999936,56.0546875,3.35152712683982
"TH-01-1.wav","174",193.06366849,193.076588188,60.7221,50.3282,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0129196979999904,56.8359375,0.188295627536222
"TH-01-1.wav","175",203.094841908,203.114221455,63.1838,50.3282,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0193795469999998,58.3984375,-1.36900175382979
"TH-01-1.wav","176",203.742801876,203.756259894,73.0306,56.8928,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0134580180000228,62.3046875,-4.31139473357296
"TH-01-1.wav","177",203.769717913,203.776446922,76.0394,53.884,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.00672900899999718,56.8359375,-1.57599932061091
"TH-01-1.wav","178",208.464515207,208.492777046,56.3457,39.3873,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0282618389999811,46.6796875,6.06568991277039
"TH-01-1.wav","179",210.607761606,210.623103747,54.9781,42.3961,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0153421409999908,50.5859375,2.36130190133389
"TH-01-1.wav","18",28.149460726,28.173146838,65.919,47.593,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.023686112,56.8359375,8.50681581977188
"TH-01-1.wav","180",214.744402991,214.772664829,67.2867,47.3195,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0282618380000201,58.0078125,0.782765135279465
"TH-01-1.wav","181",215.407848196,215.424536139,61.8162,51.1488,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0166879429999938,56.0546875,3.56167039818693
"TH-01-1.wav","182",237.946827265,237.976704065,57.1663,45.1313,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0298768000000109,48.6328125,4.79202264869389
"TH-01-1.wav","183",243.554707726,243.567896584,50.6018,39.1138,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0131888580000066,45.8984375,-1.3215406051444
"TH-01-1.wav","184",247.935638407,247.948288944,56.8928,45.9519,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0126505370000132,51.7578125,-1.26198247754535
"TH-01-1.wav","185",248.082061646,248.108708523,61.5427,45.6783,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0266468769999904,54.4921875,7.0739466772204
"TH-01-1.wav","186",248.754568291,248.769910432,55.5252,40.7549,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0153421409999908,50.1953125,2.38287640989728
"TH-01-1.wav","187",251.025883771,251.070833552,59.628,41.0284,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0449497810000139,49.8046875,2.62206544024638
"TH-01-1.wav","188",252.836701439,252.872768928,58.2604,48.14,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0360674890000041,51.3671875,-0.769162965770398
"TH-01-1.wav","189",259.841290774,259.870898415,55.5252,36.9256,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0296076409999841,48.6328125,2.43750694734081
"TH-01-1.wav","19",28.302612975,28.311495267,57.1663,47.593,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.00888229200000268,52.9296875,-2.10172630126929
"TH-01-1.wav","190",260.017321654,260.057695709,54.4311,38.0197,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0403740549999725,48.2421875,-3.75449517954203
"TH-01-1.wav","191",266.384726031,266.41325703,57.4398,42.9431,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0285309989999973,53.3203125,1.39469406829715
"TH-01-1.wav","192",267.188057985,267.230047003,58.8074,43.4902,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0419890179999811,51.7578125,4.8104122725407
"TH-01-1.wav","193",267.360283452,267.406848196,62.6368,49.2341,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0465647440000225,54.8828125,5.21295629425089
"TH-01-1.wav","194",268.115924837,268.147685761,63.7309,47.3195,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0317609239999683,56.4453125,7.87076334704293
"TH-01-1.wav","195",272.306451379,272.318832756,68.3807,45.1313,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.012381376999997,46.2890625,7.12042547188886
"TH-01-1.wav","196",277.259466023,277.272924041,55.5252,42.3961,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0134580179999944,50.1953125,0.679489311284711
"TH-01-1.wav","197",278.905158423,278.95441477,57.9869,42.9431,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0492563470000391,51.7578125,2.63070953586258
"TH-01-1.wav","198",279.269128339,279.290661168,67.2867,50.6018,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0215328289999661,60.3515625,2.69541557932215
"TH-01-1.wav","199",280.157016123,280.202504225,56.8928,43.2166,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0454881019999789,50.5859375,0.125339209984048
"TH-01-1.wav","2",17.285393839,17.34514744,65.919,53.337,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0597536010000006,58.7890625,-0.524486288900715
"TH-01-1.wav","20",28.547274593,28.564500856,61.2691,48.4136,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0172262629999977,56.0546875,8.77917512302325
"TH-01-1.wav","200",280.338944972,280.377165745,53.884,35.8315,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0382207730000346,49.0234375,6.64420663534145
"TH-01-1.wav","201",281.52807629,281.553915685,61.5427,48.4136,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0258393949999913,54.8828125,-0.496228906209532
"TH-01-1.wav","202",282.531357467,282.541854721,57.9869,47.593,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0104972539999721,53.7109375,0.175452506604844
"TH-01-1.wav","203",288.095916719,288.124716879,62.3632,45.4048,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.028800160000003,55.6640625,-1.0064374198321
"TH-01-1.wav","204",289.861106611,289.895020818,61.2691,47.3195,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0339142069999525,55.2734375,2.23401105603018
"TH-01-1.wav","205",290.037137491,290.073204981,63.1838,49.2341,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0360674899999935,57.6171875,-0.630786771024231
"TH-01-1.wav","206",291.512799011,291.561247877,67.0131,48.6871,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0484488660000011,54.8828125,3.08434519825116
"TH-01-1.wav","21",28.994405855,29.029396703,67.2867,44.8578,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0349908479999996,57.6171875,-0.0796829255239843
"TH-01-1.wav","22",29.289674778,29.29882623,59.081,46.7724,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.00915145200000111,56.8359375,-0.835643223011036
"TH-01-1.wav","23",29.449544495,29.484535342,62.9103,49.7812,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0349908469999995,58.7890625,2.14002820952542
"TH-01-1.wav","24",29.609156592,29.654913855,67.5602,51.1488,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0457572629999987,58.0078125,2.26766773955454
"TH-01-1.wav","25",29.774397499,29.827152931,60.9956,50.6018,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0527554320000014,56.8359375,0.179409159496511
"TH-01-1.wav","26",30.205153104,30.224532651,60.4486,47.046,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0193795469999998,58.7890625,4.63228579290115
"TH-01-1.wav","27",30.34161741,30.384952229,60.4486,46.7724,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0433348189999982,58.7890625,1.52329203408799
"TH-01-1.wav","28",30.511188441,30.530567988,62.3632,50.3282,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0193795469999998,56.8359375,4.27257893443551
"TH-01-1.wav","29",30.639176727,30.682780707,60.4486,47.593,1,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt","TH-01.wav",NA,0.0436039800000003,55.2734375,1.78359843456404
