"sound.files","selec","start","end","top.freq","bottom.freq","Channel","selec.file","org.sound.files","split.sels"
"T0000002-1.wav","6836",22.5647,22.6668700000019,76.3052,57.9819,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6837",22.7246,22.7783799999984,56.7269,46.4357,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6838",26.9619,26.999550000002,62.5,52.2088,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6839",28.4675,28.5004300000012,82.3293,66.5161,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6840",30.7414,30.7743300000012,65.01,48.9458,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6841",33.6001,33.6417799999984,65.01,49.4478,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6842",35.7973,35.8188100000023,59.2369,49.1968,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6843",36.29,36.3128499999976,79.0663,69.5281,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6844",36.9299,36.9446900000011,63.504,53.4639,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6845",36.9427,36.9648799999999,84.5884,69.7791,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6846",37.5436,37.5811572470002,91.6165,63.755,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6847",40.3263,40.3511699999975,68.5241,56.7269,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6848",43.4095,43.44176,78.3133,65.7631,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6849",43.7489,43.7925900000022,59.488,49.1968,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6850",45.5846,45.621570000001,63.504,53.7149,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6851",45.8151,45.8305599999987,61.245,51.2048,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6852",45.9462,45.9630000000012,64.508,52.7108,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6853",45.9724,45.9912200000011,80.0703,67.7711,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6854",46.6674,46.6909300000022,81.5763,70.0301,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6855",47.3914,47.4102199999975,68.0221,56.2249,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6856",47.6286,47.6568299999999,62.5,52.2088,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6857",47.8491,47.8645599999987,64.257,51.9578,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6858",48.4823,48.4977599999987,66.5161,56.4759,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6859",48.4944,48.5138899999988,87.6004,79.5683,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6860",52.4325,52.4788799999998,60.492,49.9498,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6861",52.4722,52.5723499999984,84.0863,65.01,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6862",57.1403,57.1550900000011,60.492,51.9578,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6863",57.9744,57.9965799999999,55.9739,46.1847,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6864",58.3327,58.3568999999998,63.504,51.9578,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6865",58.6446,58.6929899999999,56.7269,45.4317,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6866",59.0486,59.075490000001,56.9779,46.9378,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6867",59.3369,59.3543800000023,58.2329,49.1968,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6868",60.8842,60.9359499999987,59.99,46.4357,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6869",61.303,61.3312299999999,81.0743,64.257,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6870",63.7912,63.8429599999985,86.0944,65.7631,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6871",64.2436,64.2758700000033,81.8273,67.7711,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6872",64.212,64.2536799999985,64.006,49.4478,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6873",64.6167,64.6382000000026,81.0743,68.2731,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6874",65.2236,65.2692999999988,67.0181,50.7028,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6875",66.5135,66.5652499999987,65.512,49.6988,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6876",66.7931,66.8334299999998,65.512,47.6908,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6877",66.8173,66.85359,90.1104,71.5361,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6878",68.0305,68.0694899999973,79.8193,63.002,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6879",69.0905,69.1409099999998,69.0261,52.7108,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6880",69.3675,69.4051399999987,60.241,48.6948,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6881",70.1989,70.2143599999987,55.2209,45.6827,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6882",70.213,70.2284599999987,74.7992,64.257,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6883",72.077,72.1085899999987,80.8233,68.2731,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6884",72.0662,72.0829999999976,58.4839,46.1847,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6885",74.6083,74.6304799999999,65.01,52.9618,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6886",77.3541,77.3856899999987,57.9819,44.4277,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6887",78.5653,78.6163800000011,56.7269,45.1807,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6888",78.7293,78.766950000002,60.994,46.4357,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6889",79.425,79.4586099999986,85.3414,63.253,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6890",79.7866,79.8323099999985,70.0301,51.9578,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6891",79.9116,79.9861999999999,85.5924,62.5,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6892",81.506,81.5268299999977,74.5482,61.747,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6893",81.7762,81.8017499999985,60.241,48.1928,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6894",82.0868,82.1042799999986,65.512,52.9618,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6895",83.2899,83.3302299999998,87.0984,67.7711,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6896",83.5366,83.5547499999999,65.01,54.9699,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6897",83.5534,83.5648299999987,80.8233,72.0382,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6898",86.6326,86.6648599999999,65.01,53.7149,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6899",86.6501,86.6830300000012,90.3614,69.2771,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6900",87.2106,87.2610099999998,61.245,46.6867,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6901",87.3888,87.4237499999975,59.2369,45.6827,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6902",89.2775,89.2869099999988,80.5723,68.2731,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6903",89.422,89.442840000001,80.5723,67.0181,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6904",89.8092,89.8374399999996,57.4799,46.4357,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6905",89.8401,89.8656499999985,76.5562,62.5,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6906",90.107,90.1406099999986,59.739,50.2008,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6907",91.0782,91.1299599999985,59.739,49.9498,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6908",93.8193,93.8441700000011,57.4799,46.6867,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6909",93.8402,93.8603699999998,78.5643,62.249,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6910",94.1964,94.2273199999974,64.759,50.4518,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6911",94.6877,94.7219799999999,60.241,50.7028,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6912",94.4411,94.4686599999986,63.504,55.2209,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6913",97.8523,97.8939700000023,62.751,51.9578,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6914",99.901,99.9594699999999,59.488,46.9378,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6915",101.4678,101.486620000001,67.2691,54.2169,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6916",101.73,101.745459999999,56.2249,45.6827,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6917",102.4754,102.502290000001,67.0181,54.2169,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6918",102.1837,102.20992,44.9297,28.1124,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6919",104.2197,104.240540000001,71.7871,60.994,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6920",111.2491,111.290769999999,63.253,50.7028,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6921",112.0671,112.098020000001,58.4839,47.4398,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6922",112.0839,112.116830000001,82.5803,66.2651,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6923",113.107,113.131870000001,61.245,49.4478,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6924",114.7531,114.780660000002,66.5161,53.9659,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6925",115.1134,115.132890000002,62.5,53.2129,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6926",115.4615,115.495109999999,64.508,53.2129,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6927",115.481,115.504529999999,82.8313,66.7671,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6928",117.0949,117.131870000001,64.508,50.7028,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6929",117.1211,117.139920000001,81.0743,69.2771,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6930",117.6588,117.684349999998,64.508,53.9659,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6931",117.677,117.706579999999,86.8474,73.2932,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6932",121.1205,121.172259999998,59.739,49.6988,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6933",121.6615,121.678980000002,59.739,48.4438,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6934",121.6703,121.693820000002,82.5803,69.7791,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6935",121.8813,121.910199999998,62.751,52.7108,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6936",124.6997,124.76019,61.747,47.4398,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6937",125.1614,125.18761,63.002,51.2048,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6938",125.183,125.215929999998,82.3293,63.504,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6939",125.5842,125.607049999998,66.0141,52.9618,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6940",125.6044,125.62255,77.8112,69.2771,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6941",126.9319,126.95811,64.759,51.9578,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6942",127.2196,127.258590000001,70.2811,52.9618,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6943",127.3352,127.362089999997,66.2651,53.2129,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6944",127.6618,127.714230000003,68.0221,55.7229,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6945",129.4229,129.452469999999,63.253,54.9699,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6946",130.8176,130.8539,70.7831,56.7269,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6947",130.8284,130.849910000002,90.8635,73.2932,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6948",131.0683,131.08847,67.0181,56.2249,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6949",131.0804,131.09653,87.6004,70.5321,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6950",131.3022,131.329760000002,64.508,53.2129,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6951",132.5639,132.59011,67.0181,53.4639,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6952",132.8677,132.902650000001,63.002,45.1807,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6953",141.6246,141.645440000001,65.512,57.4799,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6954",142.2618,142.28398,65.261,52.7108,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6955",142.604,142.624840000001,85.0904,68.2731,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6956",142.5912,142.602630000002,64.508,56.9779,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6957",142.7028,142.734390000002,63.755,53.4639,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6958",143.0355,143.06978,68.7751,56.4759,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6959",143.059,143.076479999999,85.0904,72.2892,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6960",143.258,143.278170000003,60.492,54.7189,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6961",143.3689,143.39511,66.7671,52.4598,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6962",147.4321,147.48049,64.508,53.7149,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6963",150.3311,150.35933,79.3173,70.2811,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6964",151.2244,151.243900000002,65.512,56.2249,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6965",151.5377,151.571309999999,66.0141,53.2129,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6966",151.6553,151.694280000001,68.2731,52.4598,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6967",151.9645,152.002140000002,69.2771,54.4679,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6968",152.267,152.306659999999,60.743,49.4478,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6969",152.5842,152.613099999998,65.261,54.7189,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6970",153.6173,153.656960000002,64.257,49.9498,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6971",155.4234,155.442220000001,72.2892,56.9779,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6972",156.4525,156.487450000001,61.496,49.4478,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6973",156.4807,156.508249999999,84.0863,67.2691,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6974",156.6091,156.671610000003,58.4839,48.1928,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6975",156.917,156.933799999998,63.253,54.9699,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6976",156.9237,156.95596,83.3333,68.2731,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6977",157.5327,157.551520000001,61.747,52.7108,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6978",162.7802,162.81851,60.492,51.7068,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6979",162.9033,162.932210000001,67.2691,51.9578,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6980",162.9207,162.950270000002,86.5964,73.2932,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6981",163.1889,163.23326,65.7631,53.7149,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6982",164.2449,164.277170000003,66.2651,51.2048,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6983",164.4069,164.442520000002,67.5201,52.2088,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6984",164.6522,164.68648,64.257,51.2048,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6985",165.3607,165.393629999998,69.2771,56.7269,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6986",167.4592,167.496169999997,72.5402,53.7149,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6987",167.726,167.753560000002,65.512,56.7269,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6988",167.9397,167.959190000002,64.257,54.7189,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6989",168.2866,168.3108,63.755,52.7108,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6990",168.7154,168.766479999997,70.0301,51.4558,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6991",168.7477,168.772570000001,97.8916,79.8193,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6992",171.3409,171.365770000001,54.7189,46.4357,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6993",171.3644,171.396000000002,72.2892,61.998,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6994",171.4847,171.564689999998,57.2289,46.1847,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6995",171.7657,171.81007,57.7309,46.9378,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6996",172.0251,172.05535,80.8233,68.0221,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6997",173.3244,173.363379999998,63.755,51.7068,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6998",173.3513,173.37953,87.0984,65.512,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","6999",173.5671,173.614150000001,64.508,45.6827,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","7000",173.8541,173.8783,63.002,51.9578,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","7001",175.5076,175.55801,70.2811,55.4719,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","7002",176.6805,176.73494,57.9819,47.6908,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","7003",176.9185,176.95278,62.249,50.9538,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","7004",177.1215,177.14368,65.01,56.2249,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","7005",182.3334,182.34752,66.2651,55.4719,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
"T0000002-1.wav","7006",182.5741,182.596960000001,59.739,51.4558,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA
