"start","end","sound.files","selec","Channel","bottom.freq","top.freq","selec.file","peak.freq","duration","SNR"
34.922934786,34.943390974,"TH-01.wav",33,1,49.2341,58.8074,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",58.0078125,0.0204561880000043,0.605325319435035
35.205594713,35.221744335,"TH-01.wav",34,1,47.3195,59.3545,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.1015625,0.0161496219999933,1.14851919676692
35.34232818,35.360361924,"TH-01.wav",35,1,48.14,59.628,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.2734375,0.0180337440000002,5.21944165647148
36.464411347,36.515013496,"TH-01.wav",36,1,42.6696,59.628,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.6640625,0.0506021489999995,2.0458286727036
36.778521495,36.812435701,"TH-01.wav",37,1,46.7724,62.3632,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.6640625,0.0339142059999986,3.01283072631287
37.392763436,37.411873822,"TH-01.wav",38,1,49.2341,60.9956,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",57.6171875,0.0191103859999942,-0.416932185851275
37.611052494,37.630701201,"TH-01.wav",39,1,47.3195,62.6368,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.2734375,0.0196487070000018,0.0922652613771114
37.91543777,37.927011665,"TH-01.wav",40,1,49.7812,59.3545,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.2734375,0.0115738950000051,0.593995263717451
38.067782537,38.095775215,"TH-01.wav",41,1,48.9606,63.7309,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",58.0078125,0.0279926780000039,0.763775294255115
38.214744098,38.236546087,"TH-01.wav",42,1,51.6958,65.919,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",59.9609375,0.0218019890000036,1.24026988625181
38.233992511,38.239914039,"TH-01.wav",43,1,71.663,84.2451,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",82.2265625,0.00592152800000179,-1.87548019589813
42.477114262,42.520987402,"TH-01.wav",44,1,44.8578,59.081,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",53.3203125,0.0438731400000023,0.361632042503269
42.791493571,42.819486249,"TH-01.wav",45,1,47.3195,63.1838,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.4453125,0.0279926780000039,6.76555760521844
45.385702235,45.422577205,"TH-01.wav",46,1,48.4136,61.8162,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.1015625,0.0368749700000066,3.65819961137852
47.765798215,47.80617227,"TH-01.wav",47,1,47.593,58.5339,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.4453125,0.0403740550000009,2.09529124151509
47.955556274,47.965515207,"TH-01.wav",48,1,47.593,57.1663,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.1015625,0.00995893300000006,-3.0418982031592
49.150542664,49.179611984,"TH-01.wav",49,1,47.8665,59.3545,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.8828125,0.0290693199999978,-1.57551503495346
49.310154762,49.321728658,"TH-01.wav",50,1,49.2341,58.5339,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.2734375,0.0115738959999945,0.941511080839665
51.454607527,51.496865704,"TH-01.wav",51,1,47.3195,62.6368,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.8359375,0.0422581770000008,0.0334276128738569
51.622832756,51.733995988,"TH-01.wav",52,1,47.3195,63.1838,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.0546875,0.111163231999996,3.18813186124456
52.814193998,52.827382856,"TH-01.wav",53,1,46.2254,60.1751,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.2734375,0.0131888579999995,-1.3647228914852
54.821679473,54.839174897,"TH-01.wav",54,1,47.3195,58.2604,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.2734375,0.0174954239999963,5.78148106220032
56.319027105,56.331677643,"TH-01.wav",55,1,47.8665,60.7221,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.8828125,0.0126505379999955,3.91018564226859
58.050353806,58.063273504,"TH-01.wav",56,1,48.14,57.9869,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",53.7109375,0.0129196980000046,2.142314724301
59.107838247,59.121027105,"TH-01.wav",57,1,50.6018,72.7571,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",61.9140625,0.0131888580000066,-0.267791464917957
59.682537173,59.735292605,"TH-01.wav",58,1,44.8578,60.9956,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.8828125,0.0527554319999979,1.66742921756411
60.526756114,60.556363755,"TH-01.wav",59,1,46.7724,64.5514,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",61.5234375,0.0296076409999984,3.00406359899491
60.67748592,60.725396465,"TH-01.wav",60,1,47.3195,65.0985,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.4921875,0.0479105450000006,7.65354646670275
60.87865122,60.885111069,"TH-01.wav",61,1,75.2188,90.8096,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",85.7421875,0.00645984899999519,2.52829854038302
60.85684923,60.879727861,"TH-01.wav",62,1,46.4989,63.4573,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.8359375,0.0228786309999975,1.77542615015405
61.261888466,61.287189541,"TH-01.wav",63,1,47.593,65.6455,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",59.5703125,0.0253010749999945,6.53019481570276
61.811027105,61.836866501,"TH-01.wav",64,1,47.593,61.5427,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.2734375,0.0258393960000021,-0.509485768915369
61.958796147,62.002130966,"TH-01.wav",65,1,50.3282,65.6455,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",57.2265625,0.0433348190000018,-0.415348679917024
62.131858382,62.194303588,"TH-01.wav",66,1,48.9606,61.5427,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",57.2265625,0.0624452059999996,2.96828536749865
62.352031563,62.404248674,"TH-01.wav",67,1,49.2341,61.8162,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.2734375,0.0522171110000045,4.08910550727961
62.734944972,62.778279792,"TH-01.wav",68,1,44.0372,60.1751,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.4921875,0.0433348199999983,4.0397880430498
63.201979751,63.228088307,"TH-01.wav",69,1,46.2254,60.9956,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",49.8046875,0.026108555999997,0.847360373201234
63.351632915,63.368590018,"TH-01.wav",70,1,47.8665,56.8928,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",53.7109375,0.0169571029999958,1.39454018122678
66.733905737,66.798504225,"TH-01.wav",71,1,44.0372,60.7221,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",52.5390625,0.0645984880000015,5.2145231875487
68.306233234,68.336917516,"TH-01.wav",72,1,45.1313,56.8928,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",52.1484375,0.0306842819999957,3.27296942380771
68.600095629,68.632933193,"TH-01.wav",73,1,47.3195,60.9956,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.2734375,0.0328375640000047,6.46939070572127
68.759976887,68.775319028,"TH-01.wav",74,1,48.4136,61.2691,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.0546875,0.015342141000005,6.42644466038746
68.901016919,68.929009597,"TH-01.wav",75,1,49.5077,62.3632,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",53.7109375,0.0279926780000039,1.44921858501146
69.689623763,69.706850026,"TH-01.wav",76,1,45.1313,62.6368,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.0546875,0.0172262629999977,-0.222120979967704
71.727331841,71.733522529,"TH-01.wav",77,1,50.0547,59.628,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.4453125,0.00619068800000377,1.6974399644104
72.259746962,72.292853687,"TH-01.wav",78,1,50.6018,65.372,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",62.6953125,0.0331067250000103,1.93534638708965
73.032650423,73.04449348,"TH-01.wav",79,1,43.7637,56.8928,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.1015625,0.011843056999993,0.0403216210923343
73.413781503,73.428047003,"TH-01.wav",80,1,45.6783,61.2691,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",53.7109375,0.0142655000000076,2.06260232201724
76.626090137,76.632549986,"TH-01.wav",81,1,60.9956,72.4836,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",69.3359375,0.00645984899999519,2.10019842483648
77.443467853,77.516410313,"TH-01.wav",82,1,42.9431,57.7133,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",50.9765625,0.072942459999993,3.21451939585514
78.398467167,78.429958929,"TH-01.wav",83,1,41.849,67.5602,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",59.9609375,0.0314917619999875,-0.51120879200941
78.699289978,78.729435939,"TH-01.wav",84,1,43.4902,62.9103,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.4921875,0.0301459610000023,1.83886540162713
79.418101916,79.426984208,"TH-01.wav",85,1,44.8578,56.6193,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",50.5859375,0.00888229199999557,4.1113990340481
79.673755318,79.689097459,"TH-01.wav",86,1,49.2341,63.1838,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",57.6171875,0.0153421409999908,3.78393485950693
79.795415804,79.816141152,"TH-01.wav",87,1,44.8578,64.5514,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.4921875,0.0207253479999991,10.8745296513209
80.103647559,80.131371077,"TH-01.wav",88,1,45.9519,68.9278,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.8359375,0.0277235180000019,2.79353651737266
80.281024241,80.293674778,"TH-01.wav",89,1,44.0372,59.628,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",52.9296875,0.012650536999999,1.01357101551724
80.415862043,80.440355637,"TH-01.wav",90,1,46.2254,59.9015,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.4921875,0.024493593999992,2.71741343265568
80.565246047,80.578165745,"TH-01.wav",91,1,43.2166,57.1663,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",50.9765625,0.0129196980000046,1.97671288680543
80.69202058,80.745314333,"TH-01.wav",92,1,46.7724,57.9869,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",51.7578125,0.0532937529999913,-0.570296741908524
80.854788029,80.902160253,"TH-01.wav",93,1,48.9606,60.7221,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",53.7109375,0.0473722240000001,1.95211628582786
81.62577991,81.647043579,"TH-01.wav",94,1,42.3961,57.4398,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.8828125,0.0212636689999925,0.12651066578455
81.904630598,81.922933503,"TH-01.wav",95,1,44.0372,72.4836,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",50.1953125,0.0183029049999988,0.0546860350184008
81.924010145,81.931546635,"TH-01.wav",96,1,63.4573,84.7921,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",80.2734375,0.00753649000000678,0.853781663520156
82.079855518,82.127766063,"TH-01.wav",97,1,45.1313,68.1072,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",59.9609375,0.0479105449999935,-2.46612101653005
83.155491649,83.160336536,"TH-01.wav",98,1,80.6893,91.9037,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",88.0859375,0.00484488700000441,0.0559941108615147
83.164912262,83.171641271,"TH-01.wav",99,1,76.86,91.9037,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",89.2578125,0.00672900899999718,-0.412152169944718
83.322909397,83.353593679,"TH-01.wav",100,1,45.6783,63.1838,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.8359375,0.0306842819999957,-1.43306370160084
83.524779673,83.547927464,"TH-01.wav",101,1,45.9519,59.3545,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",53.7109375,0.0231477909999995,-0.696366591919517
83.546251538,83.56186284,"TH-01.wav",102,1,60.9956,74.6718,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",64.2578125,0.0156113019999964,1.53437862169051
83.827176727,83.841980548,"TH-01.wav",103,1,47.046,55.7987,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",51.3671875,0.014803821000001,4.128309145556
83.96875508,83.987057985,"TH-01.wav",104,1,45.6783,57.4398,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",50.9765625,0.018302905000013,0.277322601081952
84.128420261,84.177676608,"TH-01.wav",105,1,42.9431,62.3632,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",52.5390625,0.0492563469999965,-3.04690999135458
84.836626628,84.846854721,"TH-01.wav",106,1,58.8074,68.1072,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",65.4296875,0.0102280929999949,-2.42269993061053
84.998661168,85.047917516,"TH-01.wav",107,1,47.593,64.0044,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",57.2265625,0.0492563480000001,1.17062813708158
96.224357229,96.253426549,"TH-01.wav",108,1,50.3282,63.4573,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",60.3515625,0.0290693199999907,1.33211101375279
101.407759775,101.424447718,"TH-01.wav",109,1,50.3282,91.3567,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",77.5390625,0.0166879429999938,1.09713603897826
101.784395669,101.808620102,"TH-01.wav",110,1,47.046,60.7221,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",51.3671875,0.0242244330000005,2.51506209976401
103.1535819,103.160310909,"TH-01.wav",111,1,70.0219,86.4333,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",85.3515625,0.00672900899999718,0.442091951940012
104.359002513,104.385649389,"TH-01.wav",112,1,50.6018,66.1926,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",60.3515625,0.0266468760000009,-0.292879166269531
104.498965904,104.525881941,"TH-01.wav",113,1,52.2429,66.1926,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",59.9609375,0.0269160369999923,4.01976976592182
105.011219624,105.051324519,"TH-01.wav",114,1,48.9606,69.2013,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",63.4765625,0.0401048949999989,5.89924486785087
105.838100086,105.859094594,"TH-01.wav",115,1,49.7812,67.8337,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.1015625,0.0209945080000011,-1.3326039324601
106.873884805,106.907799011,"TH-01.wav",116,1,51.1488,64.8249,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.8828125,0.0339142059999915,-2.0845658314243
108.163348315,108.178959616,"TH-01.wav",117,1,49.5077,57.1663,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.1015625,0.015611301000007,-2.20395876711077
111.985230762,111.993036413,"TH-01.wav",118,1,50.3282,63.4573,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",58.3984375,0.00780565099999819,2.08030983246495
111.999496261,112.016184204,"TH-01.wav",119,1,50.3282,59.3545,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.6640625,0.0166879429999938,0.418977977549577
121.1027242,121.14632818,"TH-01.wav",120,1,51.4223,60.1751,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.8359375,0.0436039800000003,2.69495003012831
121.445713471,121.464554697,"TH-01.wav",121,1,44.8578,53.6105,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",51.3671875,0.0188412259999922,-1.37542328292136
122.239520699,122.274511546,"TH-01.wav",122,1,44.0372,57.1663,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",53.7109375,0.0349908470000031,1.90541192817891
124.535098255,124.576279792,"TH-01.wav",123,1,43.4902,67.5602,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",61.1328125,0.0411815369999999,2.05620915592954
126.140021614,126.168552613,"TH-01.wav",124,1,45.6783,62.3632,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.8359375,0.0285309989999973,5.02656920220945
130.760976887,130.77093582,"TH-01.wav",125,1,49.2341,58.5339,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",54.8828125,0.00995893300000716,3.45122727425018
131.733331841,131.749750623,"TH-01.wav",126,1,51.4223,62.6368,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",59.1796875,0.0164187820000166,0.258878318215244
132.035946803,132.049135661,"TH-01.wav",127,1,48.4136,58.2604,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",53.3203125,0.0131888580000066,0.345390080695851
132.558915923,132.596329214,"TH-01.wav",128,1,52.2429,66.7396,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.4453125,0.0374132910000071,2.79518754454723
132.98517797,133.023667902,"TH-01.wav",129,1,53.337,80.4158,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",64.2578125,0.0384899320000045,1.3627696539273
133.322705037,133.344776187,"TH-01.wav",130,1,51.4223,63.1838,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",57.6171875,0.0220711500000164,1.33293615282952
133.344237866,133.35446596,"TH-01.wav",131,1,70.0219,83.698,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",79.8828125,0.0102280940000128,0.119719642072249
133.881242386,133.903044376,"TH-01.wav",132,1,50.3282,64.0044,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.8359375,0.0218019900000002,-0.0755516605467263
134.054850823,134.064002275,"TH-01.wav",133,1,37.4726,49.2341,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",43.5546875,0.00915145199999756,1.15454736382796
142.573165745,142.596582697,"TH-01.wav",134,1,48.14,60.4486,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.8359375,0.0234169519999909,7.82434494891472
142.708284249,142.749196625,"TH-01.wav",135,1,48.14,63.4573,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",55.2734375,0.0409123759999943,7.67809015026522
142.871165745,142.897543461,"TH-01.wav",136,1,44.0372,62.6368,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",53.7109375,0.0263777159999847,5.02521265050641
143.088008801,143.118962243,"TH-01.wav",137,1,44.8578,59.628,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",52.9296875,0.0309534419999977,3.61469133752876
143.428984208,143.440827265,"TH-01.wav",138,1,43.2166,56.6193,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",51.7578125,0.011843056999993,-3.33250302869356
143.791124678,143.82180896,"TH-01.wav",139,1,48.4136,58.5339,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.4453125,0.0306842820000099,0.434052477576734
144.266220658,144.300134865,"TH-01.wav",140,1,44.5842,65.0985,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",57.2265625,0.0339142069999809,5.34297363973642
144.631202116,144.650850823,"TH-01.wav",141,1,50.3282,65.6455,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",59.5703125,0.019648707000016,0.79552790420553
145.238982378,145.246518868,"TH-01.wav",142,1,50.0547,59.628,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.4453125,0.00753649000000678,2.96050207836915
145.437353568,145.461039681,"TH-01.wav",143,1,50.8753,64.8249,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",60.7421875,0.0236861129999966,3.70033797762782
145.857746962,145.88520132,"TH-01.wav",144,1,46.7724,59.628,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",56.0546875,0.027454358,1.67567754991274
146.286969565,146.305003309,"TH-01.wav",145,1,49.2341,64.5514,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",59.1796875,0.0180337440000073,3.24165954820741
157.837367416,157.850556274,"TH-01.wav",146,1,53.6105,69.4748,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",61.1328125,0.0131888580000066,-2.18354820386787
157.75231274,157.767654881,"TH-01.wav",147,1,36.9256,47.046,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",41.6015625,0.0153421409999908,2.51894571609852
158.022818909,158.062923803,"TH-01.wav",148,1,53.337,68.3807,"TH-01 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt",64.6484375,0.0401048939999953,-1.14912472912787
